text,label
"runny nose, headache, cough, loss of appetite, chills",2
"headache, nausea, chills, loss of appetite, sore throat",0
"runny nose, fatigue, muscle pain, chills",1
"sore throat, loss of appetite, fatigue, muscle pain, headache",1
"fever, cough, fatigue, shortness of breath",2
"loss of appetite, chills, shortness of breath",1
"headache, chills",2
"dizziness, headache, loss of appetite",1
headache,2
"sore throat, dizziness, cough",0
stomach ache,1
"fever, sore throat, dizziness",1
"loss of appetite, shortness of breath",1
"loss of appetite, stomach ache, muscle pain, chills",2
"fatigue, fever, muscle pain",1
nausea,1
"loss of appetite, headache, stomach ache, runny nose",2
"fever, shortness of breath",0
"fatigue, cough, sore throat",0
loss of appetite,2
"dizziness, fever, shortness of breath",2
"stomach ache, cough, fatigue",1
"loss of appetite, runny nose, sore throat",2
shortness of breath,2
"stomach ache, fatigue",1
"loss of appetite, stomach ache, runny nose, dizziness, headache",0
"cough, fever, sore throat, loss of appetite",1
"cough, fever, headache, stomach ache, sore throat",0
"sore throat, dizziness, fever, fatigue",1
sore throat,1
"chills, fever, nausea, fatigue",2
"cough, sore throat",1
"fatigue, headache, dizziness, muscle pain",1
fatigue,0
loss of appetite,1
"stomach ache, cough",1
"loss of appetite, fever",2
cough,1
"dizziness, fatigue, nausea, cough, loss of appetite",0
"chills, nausea, loss of appetite",1
"headache, runny nose",2
shortness of breath,2
headache,2
"stomach ache, runny nose, loss of appetite, muscle pain",0
"sore throat, nausea, cough",2
"cough, sore throat",1
"sore throat, fever",0
runny nose,1
"shortness of breath, cough, runny nose, nausea, fever",1
"shortness of breath, muscle pain, runny nose",1
"muscle pain, fever",1
"loss of appetite, stomach ache, fever, nausea, cough",0
"dizziness, cough, chills, loss of appetite, shortness of breath",0
"muscle pain, chills, fatigue, dizziness, cough",2
chills,1
"nausea, chills, cough",1
"chills, muscle pain, stomach ache, shortness of breath",0
"loss of appetite, chills, cough, shortness of breath, fatigue",1
"stomach ache, muscle pain, shortness of breath, sore throat",0
"nausea, runny nose, headache",1
"sore throat, nausea, muscle pain, fever, runny nose",2
"fatigue, runny nose, loss of appetite, muscle pain, chills",0
"dizziness, headache, cough",2
"muscle pain, shortness of breath",2
chills,1
"sore throat, chills",0
sore throat,0
"fever, headache, loss of appetite, dizziness, chills",0
"nausea, stomach ache, fatigue, dizziness",0
"headache, stomach ache, shortness of breath, fever, runny nose",0
loss of appetite,0
"runny nose, cough, chills, nausea",2
"muscle pain, cough",2
headache,2
"chills, stomach ache, muscle pain, loss of appetite, shortness of breath",0
"fever, cough, fatigue, shortness of breath, headache",2
stomach ache,1
"shortness of breath, fever, cough, loss of appetite",0
"fatigue, sore throat, dizziness, fever",2
"runny nose, stomach ache, headache, nausea",1
"chills, fever, muscle pain, loss of appetite, cough",1
loss of appetite,1
"dizziness, runny nose",1
"nausea, cough",1
"stomach ache, chills, dizziness, muscle pain, shortness of breath",2
"fever, sore throat, chills, stomach ache, muscle pain",2
"runny nose, shortness of breath, nausea, dizziness",2
fever,0
"runny nose, loss of appetite, cough, muscle pain, stomach ache",2
"muscle pain, sore throat",2
"chills, cough, loss of appetite",1
"shortness of breath, loss of appetite, stomach ache, chills, sore throat",1
stomach ache,0
"loss of appetite, runny nose",1
"runny nose, muscle pain",1
"sore throat, nausea, cough, fever",1
"shortness of breath, loss of appetite, nausea, fatigue",1
fever,0
"headache, stomach ache, loss of appetite, runny nose",0
"fatigue, cough, runny nose, dizziness",1
"loss of appetite, stomach ache, dizziness, fatigue, nausea",2
fatigue,1
"nausea, muscle pain, chills, dizziness",1
"cough, fever, fatigue",2
"fatigue, headache",1
"runny nose, fever, fatigue, dizziness, sore throat",2
fever,0
"dizziness, shortness of breath, stomach ache",0
chills,2
"loss of appetite, cough, stomach ache, runny nose, muscle pain",1
"shortness of breath, dizziness, nausea, fatigue",2
"runny nose, loss of appetite, stomach ache, dizziness",0
"cough, fatigue, nausea, runny nose",0
"stomach ache, loss of appetite, chills, muscle pain, shortness of breath",2
"headache, stomach ache, muscle pain",1
"fatigue, runny nose",0
"cough, muscle pain, fever, runny nose, sore throat",0
"muscle pain, loss of appetite, nausea, headache",2
"headache, shortness of breath",2
"headache, muscle pain, chills, fatigue",1
"shortness of breath, runny nose, fever",0
"shortness of breath, runny nose, muscle pain, fever, chills",2
"muscle pain, nausea, fatigue, loss of appetite",1
"runny nose, shortness of breath, fever",2
"nausea, runny nose, chills",1
"fatigue, fever",2
chills,0
muscle pain,1
"fatigue, muscle pain, dizziness",1
stomach ache,2
loss of appetite,2
"chills, fatigue, dizziness",0
"runny nose, fever, cough, muscle pain, stomach ache",2
"loss of appetite, fatigue, chills",2
cough,2
stomach ache,0
headache,2
"headache, dizziness, sore throat, cough, loss of appetite",0
loss of appetite,0
"fever, runny nose, headache, chills, sore throat",1
"muscle pain, stomach ache, nausea, fever, sore throat",2
"chills, loss of appetite, headache",2
"fever, stomach ache, cough",0
"sore throat, cough, chills, runny nose, loss of appetite",0
"sore throat, headache, dizziness, runny nose, muscle pain",2
"runny nose, sore throat, dizziness",0
muscle pain,2
"fatigue, sore throat, stomach ache, shortness of breath",2
"stomach ache, chills, headache, shortness of breath",2
"chills, headache, nausea",0
fatigue,2
"sore throat, dizziness",2
"dizziness, fever, cough",1
headache,2
muscle pain,2
"shortness of breath, fatigue, chills, sore throat, stomach ache",1
"muscle pain, shortness of breath, nausea, cough",0
"shortness of breath, nausea, dizziness, fatigue, muscle pain",0
"runny nose, fever, chills, fatigue",2
"muscle pain, nausea",1
"runny nose, stomach ache, shortness of breath, cough",2
"fatigue, runny nose, sore throat",1
"runny nose, loss of appetite",0
"runny nose, shortness of breath, sore throat, fever",0
"cough, runny nose",2
fever,0
"fever, headache, sore throat, chills, shortness of breath",0
shortness of breath,0
"fatigue, chills, dizziness, cough, headache",1
"muscle pain, headache, nausea, fatigue, runny nose",1
"muscle pain, fatigue, dizziness",0
"chills, nausea",1
"muscle pain, stomach ache",2
"loss of appetite, fatigue, stomach ache",0
"runny nose, nausea, fever, stomach ache, sore throat",2
"shortness of breath, sore throat, headache, fatigue",2
"muscle pain, sore throat, stomach ache, fever, headache",2
cough,0
"sore throat, runny nose",0
"cough, runny nose, stomach ache, loss of appetite",0
"stomach ache, sore throat, muscle pain, fever, nausea",0
nausea,2
cough,2
nausea,1
"chills, runny nose, muscle pain, stomach ache, sore throat",2
"nausea, fever",1
"fever, stomach ache",2
"loss of appetite, cough, dizziness, sore throat, nausea",0
"nausea, fatigue, cough, runny nose, fever",2
"nausea, runny nose",1
"shortness of breath, headache",1
chills,0
"stomach ache, shortness of breath",0
"nausea, chills",2
"nausea, stomach ache, runny nose",2
"chills, dizziness, runny nose, stomach ache",0
"fever, fatigue, runny nose",1
headache,1
"cough, dizziness, fatigue, loss of appetite",1
"muscle pain, cough, shortness of breath",2
"dizziness, nausea, chills, fatigue",0
fatigue,2
"dizziness, chills, loss of appetite, cough",0
"fever, stomach ache, chills, cough, shortness of breath",2
"dizziness, stomach ache, loss of appetite, sore throat",1
"headache, loss of appetite, chills, fever",1
"dizziness, shortness of breath, nausea, muscle pain",2
"fatigue, sore throat",0
"cough, dizziness",2
sore throat,2
fatigue,2
fever,2
"headache, shortness of breath",0
"shortness of breath, stomach ache, nausea",2
"muscle pain, sore throat, dizziness",0
"stomach ache, nausea",1
"fatigue, chills, shortness of breath, runny nose, nausea",0
dizziness,0
"shortness of breath, fatigue, cough, stomach ache, dizziness",2
"muscle pain, dizziness",1
"fever, shortness of breath, fatigue, stomach ache",1
"muscle pain, runny nose, chills",1
"runny nose, dizziness, fatigue, fever",0
"sore throat, cough, fever, muscle pain, fatigue",0
"headache, runny nose, loss of appetite",1
"fatigue, muscle pain, dizziness",1
"fatigue, nausea, chills, sore throat, runny nose",2
"fever, headache, shortness of breath, fatigue",2
"fatigue, runny nose",0
cough,0
dizziness,1
"dizziness, headache",1
runny nose,2
stomach ache,1
"chills, cough, fever, muscle pain",1
"loss of appetite, headache, chills, muscle pain",2
"dizziness, cough",0
sore throat,2
nausea,2
"loss of appetite, shortness of breath, sore throat, fever, nausea",1
"dizziness, headache",2
headache,2
"sore throat, muscle pain, fever, loss of appetite, dizziness",1
"dizziness, fatigue, cough, headache, loss of appetite",0
"sore throat, fatigue, loss of appetite, fever",1
"headache, dizziness, shortness of breath",0
loss of appetite,1
"stomach ache, muscle pain, fever, chills, runny nose",1
"cough, muscle pain",1
"stomach ache, loss of appetite, headache",2
"fever, muscle pain, chills, sore throat",2
"loss of appetite, dizziness",1
"headache, loss of appetite, dizziness, cough",1
"shortness of breath, muscle pain, dizziness, stomach ache, fever",1
"fever, shortness of breath",0
cough,1
"fever, stomach ache, cough, shortness of breath, sore throat",1
"sore throat, headache, fatigue",0
"fever, sore throat",1
"headache, dizziness, cough, stomach ache",1
"chills, sore throat, cough",1
"fever, stomach ache",0
"stomach ache, cough, headache, runny nose",0
"dizziness, loss of appetite, fever",2
"fatigue, muscle pain",1
"chills, headache, stomach ache, runny nose",0
"shortness of breath, chills, fatigue",1
"fever, chills",0
"muscle pain, loss of appetite",1
"loss of appetite, nausea",2
"muscle pain, dizziness, stomach ache, nausea, loss of appetite",1
"chills, muscle pain",0
chills,2
"loss of appetite, stomach ache, chills, sore throat",2
"loss of appetite, headache, dizziness, muscle pain, nausea",1
"loss of appetite, sore throat",2
"dizziness, muscle pain, shortness of breath, fever",0
"dizziness, runny nose, shortness of breath",1
"runny nose, shortness of breath, loss of appetite, headache",0
"stomach ache, headache, fatigue, sore throat, muscle pain",1
cough,1
"fever, shortness of breath, cough, runny nose, headache",2
"headache, dizziness, sore throat, loss of appetite, fever",2
"runny nose, fatigue, loss of appetite, fever",0
"stomach ache, runny nose, chills, sore throat, fever",0
"muscle pain, fever, dizziness, sore throat",2
"chills, fever",0
"shortness of breath, dizziness, stomach ache",2
"loss of appetite, sore throat, cough",0
sore throat,2
stomach ache,1
"runny nose, loss of appetite",2
"sore throat, loss of appetite, headache",0
"nausea, chills, cough",1
nausea,2
"chills, loss of appetite",2
fever,1
"fever, shortness of breath, muscle pain, loss of appetite, dizziness",2
muscle pain,1
"loss of appetite, fatigue, runny nose",1
"stomach ache, cough, sore throat, chills, nausea",1
"shortness of breath, nausea, chills",1
"cough, chills, fever, loss of appetite, dizziness",1
"muscle pain, loss of appetite",2
"chills, fatigue, dizziness, loss of appetite, headache",2
"nausea, shortness of breath",1
stomach ache,0
"runny nose, fever, dizziness",1
muscle pain,2
"headache, nausea, fatigue",1
"cough, loss of appetite, muscle pain, runny nose",2
"sore throat, fever",1
"nausea, chills, shortness of breath",2
"fever, cough, nausea",0
"cough, chills, sore throat, stomach ache",2
"runny nose, stomach ache, shortness of breath",2
"dizziness, sore throat, fever, loss of appetite, shortness of breath",0
"muscle pain, sore throat, dizziness, chills",2
nausea,1
"dizziness, shortness of breath, stomach ache",1
"sore throat, runny nose, headache, fever, fatigue",2
stomach ache,0
"runny nose, shortness of breath",2
"nausea, runny nose, sore throat, fever, chills",0
"shortness of breath, headache, dizziness, loss of appetite",2
"muscle pain, dizziness, nausea",2
"dizziness, fever, chills, shortness of breath, nausea",1
"muscle pain, runny nose, sore throat",1
"nausea, shortness of breath, loss of appetite, muscle pain",0
"muscle pain, nausea",0
"chills, loss of appetite, muscle pain",2
"runny nose, muscle pain, loss of appetite, nausea",2
headache,2
"fever, cough",1
"stomach ache, nausea, muscle pain, chills",2
"fever, cough, muscle pain, headache",2
headache,2
"dizziness, sore throat, cough",2
"stomach ache, dizziness",1
"shortness of breath, loss of appetite, fever, chills",2
"fever, sore throat, headache",1
"shortness of breath, dizziness",0
"headache, fever",1
"chills, cough, muscle pain",2
"headache, chills, muscle pain",1
headache,2
"fatigue, chills, fever, sore throat, loss of appetite",0
"shortness of breath, loss of appetite, headache",2
cough,0
"cough, muscle pain, shortness of breath, fever, sore throat",0
"dizziness, loss of appetite, runny nose, fatigue, stomach ache",0
"fever, cough, dizziness, runny nose, chills",0
"nausea, loss of appetite",2
headache,2
"cough, loss of appetite, shortness of breath",0
"muscle pain, dizziness",1
"cough, headache, muscle pain",1
"dizziness, cough, stomach ache",0
nausea,0
"loss of appetite, shortness of breath",1
"dizziness, fever, muscle pain, runny nose",2
"muscle pain, nausea, loss of appetite",0
"fever, shortness of breath, chills, stomach ache, dizziness",0
"chills, nausea, shortness of breath",1
"muscle pain, nausea",2
"fever, shortness of breath",1
"dizziness, loss of appetite, runny nose, shortness of breath, chills",2
"headache, loss of appetite, stomach ache, dizziness",2
"nausea, chills, dizziness, runny nose, fatigue",1
"shortness of breath, muscle pain",1
"shortness of breath, muscle pain, headache",1
"headache, sore throat, cough",0
"runny nose, stomach ache",1
"dizziness, stomach ache, fever, loss of appetite, shortness of breath",2
"nausea, chills",2
"runny nose, dizziness, shortness of breath",2
"fever, stomach ache, dizziness, sore throat",1
"cough, runny nose, fever, loss of appetite, stomach ache",1
"nausea, shortness of breath, sore throat, loss of appetite",0
nausea,1
"runny nose, loss of appetite, fever, muscle pain",1
"fatigue, loss of appetite",2
